CSID,CaseMasterID,csdate,cstype,PolicePersonID
15046,15046,2025-12-06,Final Report,66
15047,15047,2024-12-07,Final Report,24
15048,15048,2026-07-22,Final Report,90
15049,15049,2026-05-29,Charge Sheet,54
15050,15050,2025-11-30,Charge Sheet,80
15051,15051,2025-09-05,Final Report,86
15052,15052,2025-04-04,Charge Sheet,90
15053,15053,2026-04-06,Charge Sheet,17
15054,15054,2025-02-16,Charge Sheet,91
15055,15055,2026-07-22,Final Report,1
15056,15056,2025-03-08,Charge Sheet,66
15057,15057,2025-01-26,Charge Sheet,45
15058,15058,2024-10-09,Final Report,51
15059,15059,2026-07-22,Charge Sheet,25
15060,15060,2024-12-23,Supplementary Report,45
15061,15061,2026-07-22,Final Report,25
15062,15062,2025-07-24,Charge Sheet,13
15063,15063,2024-06-12,Charge Sheet,61
15064,15064,2025-06-21,Final Report,24
15065,15065,2024-09-27,Charge Sheet,1
15066,15066,2025-03-06,Final Report,57
15067,15067,2025-11-19,Supplementary Report,64
15068,15068,2025-02-10,Supplementary Report,62
15069,15069,2024-11-11,Charge Sheet,8
15070,15070,2026-07-22,Supplementary Report,18
15071,15071,2025-03-12,Final Report,71
15072,15072,2026-03-27,Charge Sheet,19
15073,15073,2024-07-13,Final Report,92
15074,15074,2024-12-25,Final Report,79
15075,15075,2026-07-22,Charge Sheet,82
15076,15076,2024-10-10,Final Report,89
15077,15077,2025-10-08,Final Report,62
15078,15078,2026-07-22,Charge Sheet,65
15079,15079,2026-07-22,Final Report,28
15080,15080,2025-07-04,Final Report,15
15081,15081,2024-08-16,Final Report,44
15082,15082,2026-07-22,Charge Sheet,94
15083,15083,2025-10-24,Final Report,94
15084,15084,2025-07-29,Charge Sheet,61
15085,15085,2025-10-21,Charge Sheet,54
15086,15086,2026-03-06,Final Report,50
15087,15087,2026-07-22,Supplementary Report,38
15088,15088,2025-03-24,Supplementary Report,36
15089,15089,2026-04-30,Final Report,91
15090,15090,2026-04-01,Final Report,29
15091,15091,2026-07-22,Final Report,62
15092,15092,2024-08-14,Charge Sheet,44
15093,15093,2025-03-05,Charge Sheet,42
15094,15094,2025-02-18,Supplementary Report,86
15095,15095,2025-09-23,Charge Sheet,86
15096,15096,2024-10-19,Final Report,60
15097,15097,2026-07-22,Final Report,79
15098,15098,2024-08-22,Supplementary Report,85
15099,15099,2026-07-22,Charge Sheet,27
15100,15100,2026-07-22,Final Report,82
15101,15101,2025-07-09,Final Report,89
15102,15102,2026-02-06,Final Report,32
15103,15103,2026-04-05,Final Report,62
15104,15104,2026-04-23,Charge Sheet,76
15105,15105,2024-09-20,Final Report,28
15106,15106,2026-05-11,Final Report,43
15107,15107,2025-04-23,Final Report,4
15108,15108,2024-08-03,Charge Sheet,42
15109,15109,2026-02-16,Final Report,39
15110,15110,2025-07-10,Charge Sheet,29
15111,15111,2026-07-22,Charge Sheet,81
15112,15112,2026-07-22,Charge Sheet,58
15113,15113,2025-01-24,Supplementary Report,28
15114,15114,2024-11-01,Charge Sheet,11
15115,15115,2025-06-18,Charge Sheet,34
15116,15116,2024-08-05,Final Report,88
15117,15117,2026-06-28,Charge Sheet,41
15118,15118,2024-03-24,Final Report,86
15119,15119,2026-03-04,Final Report,77
15120,15120,2024-08-20,Final Report,94
15121,15121,2025-06-17,Final Report,51
15122,15122,2026-04-25,Final Report,67
15123,15123,2025-09-09,Charge Sheet,83
15124,15124,2026-02-22,Supplementary Report,2
15125,15125,2025-11-04,Charge Sheet,37
15126,15126,2025-09-27,Supplementary Report,87
15127,15127,2025-07-26,Final Report,70
15128,15128,2025-03-15,Final Report,12
15129,15129,2025-07-28,Final Report,31
15130,15130,2024-05-09,Charge Sheet,8
15131,15131,2024-12-27,Supplementary Report,80
15132,15132,2024-06-28,Final Report,17
15133,15133,2025-05-26,Final Report,41
15134,15134,2025-09-07,Final Report,15
15135,15135,2025-05-23,Final Report,80
15136,15136,2024-06-23,Final Report,93
15137,15137,2026-05-25,Final Report,26
15138,15138,2026-06-05,Charge Sheet,33
15139,15139,2026-07-22,Charge Sheet,44
15140,15140,2026-07-22,Final Report,52
15141,15141,2024-09-15,Final Report,17
15142,15142,2026-07-22,Final Report,50
15143,15143,2026-01-28,Charge Sheet,64
15144,15144,2026-04-27,Final Report,13
15145,15145,2026-04-22,Final Report,71
15146,15146,2026-06-20,Final Report,93
15147,15147,2024-12-25,Final Report,60
15148,15148,2026-06-18,Charge Sheet,70
15149,15149,2026-01-13,Supplementary Report,37
15150,15150,2025-06-06,Final Report,1
15151,15151,2026-07-22,Final Report,93
15152,15152,2025-04-22,Final Report,43
15153,15153,2026-07-22,Final Report,37
15154,15154,2025-05-25,Final Report,67
15155,15155,2025-06-10,Final Report,63
15156,15156,2025-04-19,Charge Sheet,9
15157,15157,2026-02-09,Final Report,7
15158,15158,2026-05-24,Final Report,59
15159,15159,2026-07-22,Charge Sheet,61
15160,15160,2025-11-11,Final Report,28
15161,15161,2025-12-14,Supplementary Report,88
15162,15162,2024-12-28,Supplementary Report,42
15163,15163,2026-01-02,Charge Sheet,44
15164,15164,2026-07-22,Final Report,94
15165,15165,2026-02-03,Supplementary Report,94
15166,15166,2024-12-06,Charge Sheet,82
15167,15167,2026-05-29,Charge Sheet,5
15168,15168,2024-12-03,Final Report,60
15169,15169,2026-07-22,Final Report,78
15170,15170,2026-03-05,Final Report,14
15171,15171,2025-06-14,Final Report,4
15172,15172,2024-10-23,Final Report,23
15173,15173,2024-11-12,Final Report,62
15174,15174,2025-03-02,Charge Sheet,10
15175,15175,2025-07-21,Supplementary Report,62
15176,15176,2026-07-04,Final Report,66
15177,15177,2026-07-22,Final Report,28
15178,15178,2025-05-04,Final Report,30
15179,15179,2025-05-25,Final Report,90
15180,15180,2025-06-09,Final Report,36
15181,15181,2026-07-22,Final Report,13
15182,15182,2026-05-08,Final Report,10
15183,15183,2026-07-22,Charge Sheet,59
15184,15184,2026-06-07,Final Report,22
15185,15185,2026-06-12,Final Report,44
15186,15186,2025-12-27,Final Report,28
15187,15187,2026-07-22,Charge Sheet,84
15188,15188,2025-04-28,Charge Sheet,40
15189,15189,2025-05-25,Charge Sheet,11
15190,15190,2024-09-10,Final Report,34
15191,15191,2026-03-18,Supplementary Report,12
15192,15192,2025-03-12,Final Report,7
15193,15193,2026-01-05,Supplementary Report,57
15194,15194,2026-07-22,Final Report,46
15195,15195,2024-11-18,Charge Sheet,38
15196,15196,2026-07-22,Final Report,38
15197,15197,2025-01-15,Charge Sheet,30
15198,15198,2025-03-10,Final Report,38
15199,15199,2025-11-10,Charge Sheet,46
15200,15200,2025-12-07,Supplementary Report,44
15201,15201,2025-08-01,Charge Sheet,79
15202,15202,2025-12-04,Final Report,73
15203,15203,2024-10-15,Charge Sheet,15
15204,15204,2024-03-02,Charge Sheet,25
15205,15205,2026-03-13,Charge Sheet,59
15206,15206,2025-12-14,Final Report,86
15207,15207,2026-03-16,Final Report,47
15208,15208,2026-07-22,Charge Sheet,75
15209,15209,2026-07-22,Final Report,57
15210,15210,2026-07-22,Charge Sheet,54
15211,15211,2025-06-29,Final Report,46
15212,15212,2026-07-22,Final Report,56
15213,15213,2025-10-19,Final Report,24
15214,15214,2026-07-22,Final Report,53
15215,15215,2026-01-19,Final Report,52
15216,15216,2024-06-03,Supplementary Report,29
15217,15217,2025-12-23,Final Report,94
15218,15218,2025-02-26,Final Report,37
15219,15219,2025-03-19,Supplementary Report,87
15220,15220,2025-10-07,Final Report,75
15221,15221,2025-03-27,Charge Sheet,66
15222,15222,2025-07-02,Charge Sheet,56
15223,15223,2025-11-16,Charge Sheet,34
15224,15224,2024-08-09,Final Report,8
15225,15225,2025-03-10,Final Report,80
15226,15226,2024-04-13,Charge Sheet,64
15227,15227,2026-07-22,Final Report,51
15228,15228,2024-08-10,Charge Sheet,30
15229,15229,2026-02-18,Final Report,85
15230,15230,2025-10-22,Final Report,75
15231,15231,2025-01-13,Final Report,38
15232,15232,2026-04-14,Charge Sheet,54
15233,15233,2025-09-21,Charge Sheet,29
15234,15234,2025-09-25,Charge Sheet,70
15235,15235,2025-02-11,Final Report,59
15236,15236,2026-04-03,Charge Sheet,7
15237,15237,2026-01-30,Charge Sheet,66
15238,15238,2025-09-08,Final Report,12
15239,15239,2024-03-29,Final Report,8
15240,15240,2025-09-10,Charge Sheet,82
15241,15241,2024-06-14,Charge Sheet,42
15242,15242,2025-03-14,Final Report,50
15243,15243,2024-12-16,Final Report,44
15244,15244,2024-09-01,Final Report,50
15245,15245,2024-07-31,Final Report,48
15246,15246,2026-03-27,Final Report,26
15247,15247,2026-07-22,Supplementary Report,10
15248,15248,2026-07-22,Final Report,74
15249,15249,2025-03-24,Final Report,49
15250,15250,2025-07-24,Final Report,21
15251,15251,2025-12-03,Supplementary Report,46
15252,15252,2025-08-28,Charge Sheet,39
15253,15253,2026-07-12,Final Report,58
15254,15254,2025-09-05,Supplementary Report,26
15255,15255,2025-06-17,Charge Sheet,60
15256,15256,2025-10-12,Charge Sheet,46
15257,15257,2026-07-22,Charge Sheet,70
15258,15258,2024-08-10,Final Report,35
15259,15259,2026-07-22,Final Report,79
15260,15260,2024-08-22,Supplementary Report,1
15261,15261,2025-06-26,Charge Sheet,76
15262,15262,2026-07-22,Final Report,14
15263,15263,2026-07-22,Final Report,20
15264,15264,2026-07-22,Supplementary Report,9
15265,15265,2025-12-18,Charge Sheet,8
15266,15266,2026-07-22,Supplementary Report,77
15267,15267,2024-11-28,Final Report,79
15268,15268,2025-07-17,Final Report,26
15269,15269,2026-07-22,Supplementary Report,10
15270,15270,2024-12-23,Final Report,36
15271,15271,2024-09-30,Final Report,61
15272,15272,2025-10-28,Final Report,28
15273,15273,2026-03-10,Supplementary Report,8
15274,15274,2026-03-13,Charge Sheet,9
15275,15275,2024-11-19,Final Report,9
15276,15276,2026-07-22,Charge Sheet,2
15277,15277,2025-05-10,Final Report,87
15278,15278,2025-02-01,Final Report,86
15279,15279,2024-12-27,Final Report,24
15280,15280,2025-07-23,Supplementary Report,30
15281,15281,2025-05-09,Charge Sheet,6
15282,15282,2025-02-15,Final Report,50
15283,15283,2024-12-21,Final Report,27
15284,15284,2025-07-24,Charge Sheet,40
15285,15285,2025-12-13,Final Report,9
15286,15286,2026-07-22,Final Report,7
15287,15287,2024-12-09,Charge Sheet,10
15288,15288,2025-10-12,Charge Sheet,53
15289,15289,2024-08-06,Charge Sheet,56
15290,15290,2024-09-06,Charge Sheet,74
15291,15291,2025-02-17,Final Report,6
15292,15292,2025-10-05,Final Report,31
15293,15293,2026-07-22,Final Report,43
15294,15294,2026-05-05,Final Report,45
15295,15295,2024-11-06,Supplementary Report,6
15296,15296,2024-12-22,Supplementary Report,38
15297,15297,2025-03-08,Final Report,84
15298,15298,2026-07-22,Final Report,52
15299,15299,2026-07-22,Charge Sheet,20
15300,15300,2026-02-15,Final Report,77
15301,15301,2026-07-22,Supplementary Report,42
15302,15302,2026-02-28,Charge Sheet,63
15303,15303,2024-07-21,Final Report,7
15304,15304,2024-12-19,Charge Sheet,28
15305,15305,2026-01-11,Final Report,52
15306,15306,2026-06-16,Charge Sheet,53
15307,15307,2026-07-22,Final Report,90
15308,15308,2025-12-22,Final Report,78
15309,15309,2025-05-29,Final Report,4
15310,15310,2026-06-29,Final Report,89
15311,15311,2025-12-28,Final Report,59
15312,15312,2026-07-22,Final Report,37
15313,15313,2024-12-23,Final Report,36
15314,15314,2024-07-04,Final Report,51
15315,15315,2025-07-28,Final Report,65
15316,15316,2026-02-19,Charge Sheet,5
15317,15317,2024-05-22,Final Report,59
15318,15318,2026-07-22,Charge Sheet,80
15319,15319,2026-07-22,Charge Sheet,55
15320,15320,2025-12-28,Charge Sheet,94
15321,15321,2025-06-30,Charge Sheet,80
15322,15322,2026-07-22,Charge Sheet,76
15323,15323,2026-06-03,Final Report,80
15324,15324,2025-10-09,Charge Sheet,78
15325,15325,2024-09-19,Final Report,57
15326,15326,2026-02-22,Charge Sheet,60
15327,15327,2026-07-22,Final Report,45
15328,15328,2025-05-13,Supplementary Report,85
15329,15329,2024-12-28,Charge Sheet,87
15330,15330,2026-07-19,Charge Sheet,90
15331,15331,2025-12-29,Final Report,50
15332,15332,2024-07-04,Charge Sheet,28
15333,15333,2025-07-06,Charge Sheet,44
15334,15334,2024-11-09,Charge Sheet,47
15335,15335,2024-12-24,Charge Sheet,45
15336,15336,2024-09-01,Charge Sheet,35
15337,15337,2025-10-21,Final Report,61
15338,15338,2025-04-10,Final Report,10
15339,15339,2025-09-17,Charge Sheet,27
15340,15340,2026-03-30,Charge Sheet,33
15341,15341,2024-07-26,Final Report,15
15342,15342,2024-10-31,Final Report,31
15343,15343,2026-07-22,Final Report,42
15344,15344,2026-02-09,Charge Sheet,53
15345,15345,2024-12-30,Supplementary Report,32
15346,15346,2025-03-17,Final Report,38
15347,15347,2025-03-13,Charge Sheet,22
15348,15348,2025-06-09,Charge Sheet,3
15349,15349,2025-07-12,Final Report,58
15350,15350,2026-03-06,Final Report,23
15351,15351,2026-03-03,Final Report,44
15352,15352,2026-07-22,Charge Sheet,63
15353,15353,2024-09-12,Final Report,1
15354,15354,2024-03-13,Final Report,72
15355,15355,2026-02-17,Supplementary Report,7
15356,15356,2026-06-01,Charge Sheet,47
15357,15357,2026-07-22,Final Report,79
15358,15358,2026-03-24,Charge Sheet,37
15359,15359,2026-07-10,Final Report,35
15360,15360,2025-09-25,Final Report,57
15361,15361,2026-07-22,Final Report,42
15362,15362,2026-07-22,Supplementary Report,84
15363,15363,2024-05-09,Final Report,18
15364,15364,2026-03-30,Charge Sheet,9
15365,15365,2024-12-13,Charge Sheet,11
15366,15366,2026-04-30,Final Report,34
15367,15367,2026-07-22,Charge Sheet,23
15368,15368,2026-07-22,Supplementary Report,79
15369,15369,2025-05-27,Final Report,39
15370,15370,2025-07-15,Final Report,73
15371,15371,2026-03-01,Charge Sheet,26
15372,15372,2026-04-28,Charge Sheet,77
15373,15373,2026-07-22,Supplementary Report,90
15374,15374,2025-02-02,Charge Sheet,43
15375,15375,2025-07-25,Final Report,24
15376,15376,2025-02-10,Charge Sheet,63
15377,15377,2024-11-02,Charge Sheet,83
15378,15378,2026-05-07,Charge Sheet,36
15379,15379,2024-07-30,Supplementary Report,45
15380,15380,2026-02-09,Final Report,75
15381,15381,2026-07-22,Supplementary Report,42
15382,15382,2025-10-11,Final Report,22
15383,15383,2025-10-24,Final Report,8
15384,15384,2025-02-11,Charge Sheet,82
15385,15385,2026-04-27,Final Report,56
15386,15386,2025-02-17,Final Report,16
15387,15387,2024-07-13,Charge Sheet,27
15388,15388,2026-07-22,Charge Sheet,49
15389,15389,2025-11-24,Charge Sheet,68
15390,15390,2025-04-04,Final Report,49
15391,15391,2026-07-22,Final Report,51
15392,15392,2025-04-11,Charge Sheet,11
15393,15393,2026-07-22,Charge Sheet,37
15394,15394,2025-05-07,Final Report,38
15395,15395,2026-01-31,Supplementary Report,87
15396,15396,2024-09-21,Supplementary Report,24
15397,15397,2025-01-22,Final Report,54
15398,15398,2024-11-05,Final Report,79
15399,15399,2025-05-21,Charge Sheet,38
15400,15400,2025-01-22,Final Report,5
15401,15401,2026-07-22,Charge Sheet,9
15402,15402,2026-03-16,Final Report,83
15403,15403,2025-06-25,Charge Sheet,43
15404,15404,2024-11-25,Final Report,30
15405,15405,2025-02-23,Charge Sheet,64
15406,15406,2026-01-10,Final Report,92
15407,15407,2025-05-08,Final Report,52
15408,15408,2025-06-20,Supplementary Report,76
15409,15409,2026-07-22,Final Report,4
15410,15410,2026-02-20,Final Report,72
15411,15411,2025-05-06,Charge Sheet,46
15412,15412,2026-07-22,Charge Sheet,15
15413,15413,2026-07-22,Final Report,86
15414,15414,2026-07-22,Final Report,13
15415,15415,2025-06-19,Charge Sheet,30
15416,15416,2025-02-11,Final Report,7
15417,15417,2025-01-04,Final Report,82
15418,15418,2026-07-22,Charge Sheet,67
15419,15419,2026-07-22,Final Report,83
15420,15420,2025-10-10,Final Report,56
15421,15421,2026-07-22,Charge Sheet,44
15422,15422,2025-07-31,Charge Sheet,58
15423,15423,2026-04-29,Final Report,80
15424,15424,2026-04-08,Supplementary Report,86
15425,15425,2026-07-22,Final Report,2
15426,15426,2026-04-15,Charge Sheet,88
15427,15427,2025-04-25,Supplementary Report,4
15428,15428,2026-07-22,Charge Sheet,25
15429,15429,2025-08-31,Final Report,31
15430,15430,2026-07-22,Charge Sheet,91
15431,15431,2025-12-13,Charge Sheet,10
15432,15432,2025-12-04,Final Report,19
15433,15433,2026-07-22,Charge Sheet,93
15434,15434,2026-03-13,Charge Sheet,57
15435,15435,2026-06-18,Final Report,16
15436,15436,2026-04-23,Final Report,69
15437,15437,2024-04-30,Final Report,81
15438,15438,2025-12-08,Final Report,66
15439,15439,2025-01-03,Charge Sheet,22
15440,15440,2026-07-22,Final Report,17
15441,15441,2026-07-22,Charge Sheet,9
15442,15442,2026-06-19,Final Report,74
15443,15443,2026-04-13,Final Report,5
15444,15444,2025-04-25,Charge Sheet,8
15445,15445,2025-12-09,Charge Sheet,77
15446,15446,2024-12-13,Charge Sheet,39
15447,15447,2026-05-16,Charge Sheet,51
15448,15448,2024-04-21,Final Report,24
15449,15449,2025-10-29,Final Report,33
15450,15450,2026-05-01,Final Report,22
15451,15451,2026-05-07,Charge Sheet,1
15452,15452,2025-07-10,Final Report,38
15453,15453,2026-01-18,Supplementary Report,51
15454,15454,2026-07-22,Supplementary Report,48
15455,15455,2025-03-16,Supplementary Report,20
15456,15456,2025-11-30,Final Report,39
15457,15457,2024-09-01,Final Report,34
15458,15458,2026-04-05,Final Report,74
15459,15459,2026-07-22,Supplementary Report,51
15460,15460,2024-09-09,Supplementary Report,28
15461,15461,2026-07-22,Charge Sheet,66
15462,15462,2025-01-24,Supplementary Report,82
15463,15463,2026-05-24,Charge Sheet,45
15464,15464,2026-07-22,Charge Sheet,78
15465,15465,2026-07-22,Charge Sheet,57
15466,15466,2026-02-04,Final Report,73
15467,15467,2025-09-02,Final Report,13
15468,15468,2024-08-05,Charge Sheet,91
15469,15469,2025-12-25,Charge Sheet,60
15470,15470,2025-04-01,Final Report,93
15471,15471,2024-05-13,Charge Sheet,74
15472,15472,2024-08-22,Final Report,75
15473,15473,2026-04-14,Charge Sheet,76
15474,15474,2025-02-04,Final Report,16
15475,15475,2025-08-16,Charge Sheet,83
15476,15476,2024-11-09,Supplementary Report,49
15477,15477,2026-07-22,Final Report,90
15478,15478,2026-05-07,Final Report,58
15479,15479,2026-07-22,Final Report,68
15480,15480,2025-05-16,Charge Sheet,43
15481,15481,2026-07-22,Charge Sheet,83
15482,15482,2025-10-03,Final Report,42
15483,15483,2025-06-23,Charge Sheet,39
15484,15484,2024-12-26,Charge Sheet,52
15485,15485,2026-07-22,Supplementary Report,18
15486,15486,2026-02-04,Charge Sheet,28
15487,15487,2026-05-10,Final Report,52
15488,15488,2025-04-09,Final Report,53
15489,15489,2025-03-02,Final Report,55
15490,15490,2024-07-07,Charge Sheet,2
15491,15491,2026-07-22,Final Report,76
15492,15492,2024-10-07,Charge Sheet,6
15493,15493,2024-07-12,Final Report,55
15494,15494,2026-06-12,Charge Sheet,14
15495,15495,2026-01-13,Charge Sheet,53
15496,15496,2025-04-10,Charge Sheet,18
15497,15497,2025-10-20,Final Report,40
15498,15498,2025-12-02,Final Report,69
15499,15499,2026-07-22,Final Report,20
15500,15500,2024-11-06,Charge Sheet,84
15501,15501,2025-03-15,Charge Sheet,70
15502,15502,2025-09-10,Charge Sheet,22
15503,15503,2026-07-22,Final Report,64
15504,15504,2024-05-13,Final Report,93
15505,15505,2026-07-22,Final Report,93
15506,15506,2026-07-22,Charge Sheet,35
15507,15507,2026-07-10,Final Report,72
15508,15508,2024-12-22,Supplementary Report,22
15509,15509,2026-05-04,Charge Sheet,13
15510,15510,2024-05-11,Final Report,53
15511,15511,2026-07-22,Charge Sheet,35
15512,15512,2025-11-20,Final Report,30
15513,15513,2026-07-22,Final Report,4
15514,15514,2025-08-04,Final Report,88
15515,15515,2025-05-03,Charge Sheet,70
15516,15516,2025-10-26,Final Report,71
15517,15517,2026-07-22,Charge Sheet,56
15518,15518,2026-05-18,Final Report,24
15519,15519,2026-07-22,Final Report,13
15520,15520,2026-07-22,Final Report,59
15521,15521,2025-03-28,Final Report,18
15522,15522,2025-09-12,Charge Sheet,71
15523,15523,2026-04-09,Final Report,1
15524,15524,2026-07-22,Charge Sheet,50
15525,15525,2024-11-13,Final Report,91
15526,15526,2026-04-06,Charge Sheet,77
15527,15527,2026-07-22,Final Report,2
15528,15528,2025-12-10,Final Report,48
15529,15529,2026-02-03,Charge Sheet,72
15530,15530,2024-12-09,Final Report,34
15531,15531,2024-11-11,Charge Sheet,35
15532,15532,2025-04-14,Charge Sheet,45
15533,15533,2024-06-01,Charge Sheet,72
15534,15534,2026-02-03,Final Report,71
15535,15535,2025-04-23,Charge Sheet,25
15536,15536,2026-01-02,Final Report,84
15537,15537,2026-07-21,Final Report,40
15538,15538,2025-04-12,Charge Sheet,7
15539,15539,2024-04-28,Final Report,49
15540,15540,2024-11-30,Charge Sheet,71
15541,15541,2026-07-22,Charge Sheet,18
15542,15542,2024-07-26,Supplementary Report,43
15543,15543,2025-05-07,Final Report,76
15544,15544,2024-11-02,Charge Sheet,94
15545,15545,2026-02-12,Final Report,3
15546,15546,2025-05-12,Charge Sheet,32
15547,15547,2026-07-22,Charge Sheet,94
15548,15548,2026-06-11,Charge Sheet,27
15549,15549,2024-11-25,Final Report,4
15550,15550,2024-04-03,Supplementary Report,9
15551,15551,2025-02-14,Final Report,32
15552,15552,2024-12-26,Final Report,88
15553,15553,2025-02-16,Charge Sheet,34
15554,15554,2026-02-11,Final Report,17
15555,15555,2025-01-29,Charge Sheet,78
15556,15556,2026-01-25,Final Report,52
15557,15557,2024-12-11,Charge Sheet,28
15558,15558,2024-07-08,Charge Sheet,88
15559,15559,2025-08-11,Final Report,48
15560,15560,2024-10-16,Charge Sheet,68
15561,15561,2026-07-22,Final Report,30
15562,15562,2026-06-16,Charge Sheet,23
15563,15563,2026-07-22,Charge Sheet,83
15564,15564,2026-04-22,Charge Sheet,36
15565,15565,2026-01-17,Charge Sheet,69
15566,15566,2025-12-20,Charge Sheet,25
15567,15567,2025-05-29,Final Report,89
15568,15568,2025-12-22,Supplementary Report,16
15569,15569,2024-10-28,Final Report,25
15570,15570,2025-02-06,Charge Sheet,12
15571,15571,2026-07-22,Final Report,45
15572,15572,2026-07-22,Final Report,18
15573,15573,2025-09-25,Final Report,23
15574,15574,2025-05-27,Final Report,40
15575,15575,2025-07-16,Final Report,44
15576,15576,2024-09-24,Final Report,40
15577,15577,2026-07-22,Supplementary Report,68
15578,15578,2025-01-08,Charge Sheet,58
15579,15579,2025-09-05,Final Report,24
15580,15580,2025-12-23,Supplementary Report,15
15581,15581,2025-01-17,Charge Sheet,85
15582,15582,2026-07-22,Final Report,67
15583,15583,2026-05-15,Final Report,91
15584,15584,2024-09-28,Charge Sheet,43
15585,15585,2024-06-03,Final Report,47
15586,15586,2025-03-26,Charge Sheet,72
15587,15587,2024-12-05,Final Report,59
15588,15588,2026-04-04,Final Report,19
15589,15589,2026-06-19,Final Report,57
15590,15590,2025-03-16,Final Report,84
15591,15591,2025-03-13,Final Report,17
15592,15592,2024-10-04,Final Report,67
15593,15593,2024-07-21,Final Report,26
15594,15594,2025-01-23,Charge Sheet,70
15595,15595,2025-03-14,Charge Sheet,80
15596,15596,2026-07-22,Final Report,17
15597,15597,2026-02-21,Charge Sheet,61
15598,15598,2025-11-12,Final Report,70
15599,15599,2025-12-22,Final Report,47
15600,15600,2026-07-02,Final Report,33
15601,15601,2025-12-19,Charge Sheet,82
15602,15602,2026-07-22,Final Report,28
15603,15603,2026-03-23,Supplementary Report,16
15604,15604,2026-07-22,Final Report,8
15605,15605,2026-07-22,Charge Sheet,81
15606,15606,2024-06-09,Final Report,44
15607,15607,2024-12-17,Charge Sheet,82
15608,15608,2026-07-22,Charge Sheet,20
15609,15609,2026-07-22,Charge Sheet,67
15610,15610,2026-07-22,Final Report,21
15611,15611,2026-06-13,Final Report,11
15612,15612,2026-07-22,Final Report,92
15613,15613,2025-11-10,Final Report,78
15614,15614,2024-09-09,Charge Sheet,16
15615,15615,2026-07-22,Final Report,19
15616,15616,2026-04-23,Final Report,43
15617,15617,2025-04-26,Charge Sheet,75
15618,15618,2024-06-01,Final Report,18
15619,15619,2026-03-04,Charge Sheet,67
15620,15620,2026-03-13,Charge Sheet,91
15621,15621,2026-02-28,Final Report,38
15622,15622,2026-07-22,Final Report,4
15623,15623,2025-10-20,Charge Sheet,28
15624,15624,2026-07-22,Supplementary Report,85
15625,15625,2026-07-22,Final Report,13
15626,15626,2026-07-18,Final Report,15
15627,15627,2026-07-22,Final Report,89
15628,15628,2025-08-13,Final Report,49
15629,15629,2026-07-07,Final Report,14
15630,15630,2025-12-13,Final Report,64
15631,15631,2026-04-16,Charge Sheet,30
15632,15632,2025-11-28,Supplementary Report,92
15633,15633,2024-08-19,Charge Sheet,28
15634,15634,2026-07-22,Final Report,70
15635,15635,2026-05-15,Final Report,18
15636,15636,2026-07-22,Final Report,65
15637,15637,2026-01-06,Final Report,76
15638,15638,2025-01-22,Final Report,10
15639,15639,2024-08-25,Final Report,70
15640,15640,2026-07-22,Final Report,83
15641,15641,2025-05-29,Charge Sheet,71
15642,15642,2026-07-22,Charge Sheet,29
15643,15643,2026-07-22,Final Report,84
15644,15644,2025-05-19,Charge Sheet,22
15645,15645,2026-04-07,Final Report,13
15646,15646,2026-07-22,Final Report,68
15647,15647,2024-08-17,Final Report,35
15648,15648,2026-07-22,Final Report,74
15649,15649,2025-04-23,Final Report,41
15650,15650,2025-11-28,Final Report,37
15651,15651,2024-09-22,Charge Sheet,87
15652,15652,2026-07-22,Final Report,92
15653,15653,2025-12-31,Charge Sheet,63
15654,15654,2026-06-09,Charge Sheet,81
15655,15655,2025-04-21,Charge Sheet,10
15656,15656,2024-12-07,Final Report,52
15657,15657,2026-07-13,Supplementary Report,41
15658,15658,2025-03-09,Supplementary Report,61
15659,15659,2025-03-08,Charge Sheet,3
15660,15660,2025-07-09,Supplementary Report,66
15661,15661,2026-02-05,Final Report,3
15662,15662,2026-07-22,Final Report,68
15663,15663,2025-01-31,Final Report,15
15664,15664,2024-12-30,Charge Sheet,66
15665,15665,2026-07-22,Charge Sheet,66
15666,15666,2026-07-22,Final Report,59
15667,15667,2025-10-24,Final Report,49
15668,15668,2026-03-30,Final Report,22
15669,15669,2026-05-18,Final Report,10
15670,15670,2025-07-10,Final Report,5
15671,15671,2026-04-26,Final Report,50
15672,15672,2025-07-09,Final Report,42
15673,15673,2025-11-01,Supplementary Report,62
15674,15674,2026-03-28,Final Report,67
15675,15675,2025-01-18,Final Report,67
15676,15676,2025-11-30,Final Report,65
15677,15677,2026-06-29,Final Report,91
15678,15678,2025-12-02,Final Report,30
15679,15679,2025-02-08,Final Report,24
15680,15680,2025-07-24,Final Report,72
15681,15681,2024-11-25,Final Report,47
15682,15682,2026-01-26,Charge Sheet,28
15683,15683,2026-07-22,Final Report,68
15684,15684,2025-08-20,Final Report,83
15685,15685,2025-11-27,Charge Sheet,9
15686,15686,2025-06-10,Supplementary Report,88
15687,15687,2026-07-22,Charge Sheet,7
15688,15688,2026-03-15,Final Report,68
15689,15689,2025-08-19,Final Report,85
15690,15690,2025-03-13,Final Report,50
15691,15691,2025-04-14,Final Report,46
15692,15692,2026-07-22,Final Report,83
15693,15693,2025-08-29,Final Report,48
15694,15694,2026-07-22,Final Report,2
15695,15695,2026-07-22,Charge Sheet,34
15696,15696,2025-02-04,Final Report,81
15697,15697,2026-07-17,Final Report,36
15698,15698,2025-04-02,Charge Sheet,67
